id,recipe_name,prep_time_ai,cook_time_ai,time_source
744,Tôm chiên xiên sả trái tim,20,15,gemini-3.1-flash-lite-preview_estimate
745,Gan chiên cháy tỏi,40,15,gemini-3.1-flash-lite-preview_estimate
746,Salad đậu hũ chiên,20,10,gemini-3.1-flash-lite-preview_estimate
747,Lẩu tả pí lù,25,30,gemini-3.1-flash-lite-preview_estimate
748,Lẩu sữa đậu nành hải sản,30,20,gemini-3.1-flash-lite-preview_estimate
749,Gà hấp riềng sả,25,25,gemini-3.1-flash-lite-preview_estimate
750,Mì căn xào bắp non,20,15,gemini-3.1-flash-lite-preview_estimate
751,Đậu hũ thịt cua viên chiên,30,25,gemini-3.1-flash-lite-preview_estimate
752,Lẩu cá hồi chanh dây,20,25,gemini-3.1-flash-lite-preview_estimate
753,Bò áp chảo bản gang,25,15,gemini-3.1-flash-lite-preview_estimate
754,Cánh gà kho bắp non,20,30,gemini-3.1-flash-lite-preview_estimate
755,Cơm gạo lứt bí đỏ hấp,30,45,gemini-3.1-flash-lite-preview_estimate
756,Nấm mỡ khìa nước dừa,25,35,gemini-3.1-flash-lite-preview_estimate
757,Cật xào khoai tây,20,15,gemini-3.1-flash-lite-preview_estimate
758,Heo xiên que nướng mắc khén,30,20,gemini-3.1-flash-lite-preview_estimate
759,Lẩu riêu bắp bò,40,30,gemini-3.1-flash-lite-preview_estimate
760,Lẩu cá khoai chua cay,25,20,gemini-3.1-flash-lite-preview_estimate
761,Pizza hải sản,30,25,gemini-3.1-flash-lite-preview_estimate
762,Bê xào đọt su,20,10,gemini-3.1-flash-lite-preview_estimate
763,Mọc cua chiên giòn xốt mayonnaise,35,15,gemini-3.1-flash-lite-preview_estimate
764,Thịt ba chỉ rim chanh sả,20,25,gemini-3.1-flash-lite-preview_estimate
765,Gà chiên sả lá chanh,25,20,gemini-3.1-flash-lite-preview_estimate
766,Cá dứa chiên giòn – xốt chanh dây,20,20,gemini-3.1-flash-lite-preview_estimate
767,Sườn chay kho đậu hũ,20,25,gemini-3.1-flash-lite-preview_estimate
768,Canh gà hương vị thái,25,20,gemini-3.1-flash-lite-preview_estimate
769,Gà cuộn bacon chiên lá hương thảo,30,15,gemini-3.1-flash-lite-preview_estimate
770,Canh ngó môn tôm thịt,20,25,gemini-3.1-flash-lite-preview_estimate
771,Gan bò xào thơm cà,45,15,gemini-3.1-flash-lite-preview_estimate
772,Tàu hũ ky xào nấm,20,15,gemini-3.1-flash-lite-preview_estimate
773,Cá rô phi kho lạt,20,25,gemini-3.1-flash-lite-preview_estimate
774,Tôm chiên cánh bướm,25,15,gemini-3.1-flash-lite-preview_estimate
775,Tàu hũ ky cuốn ngũ sắc,30,20,gemini-3.1-flash-lite-preview_estimate
776,Canh tôm lá ớt,20,15,gemini-3.1-flash-lite-preview_estimate
777,Nấm đùi gà hấp cải xanh,30,30,gemini-3.1-flash-lite-preview_estimate
778,Xôi gà nướng,120,60,gemini-3.1-flash-lite-preview_estimate
779,Cà tím xào tôm thịt,25,20,gemini-3.1-flash-lite-preview_estimate
780,Súp tomyum hải sản,30,25,gemini-3.1-flash-lite-preview_estimate
781,Bánh xèo nấm mối chay,35,40,gemini-3.1-flash-lite-preview_estimate
782,Chả tôm lá chúc,40,15,gemini-3.1-flash-lite-preview_estimate
783,Bạch tuộc nhúng lá me,30,20,gemini-3.1-flash-lite-preview_estimate
784,Cá bớp chiên giòn xốt mận,20,15,gemini-3.1-flash-lite-preview_estimate
785,Đậu hũ Croquette,30,20,gemini-3.1-flash-lite-preview_estimate
786,Tôm mực xào rau nhút,20,10,gemini-3.1-flash-lite-preview_estimate
787,Mực trứng nướng mỡ hành,25,15,gemini-3.1-flash-lite-preview_estimate
788,Sườn kho bắp non,20,25,gemini-3.1-flash-lite-preview_estimate
789,Bò chiên một nắng,15,15,gemini-3.1-flash-lite-preview_estimate
790,Hoành thánh hải sản chiên giòn,30,15,gemini-3.1-flash-lite-preview_estimate
791,Bánh bạch tuộc Takoyaki,20,25,gemini-3.1-flash-lite-preview_estimate
792,Bò ping pong,30,20,gemini-3.1-flash-lite-preview_estimate
793,Tàu hủ ky rim nấm,25,20,gemini-3.1-flash-lite-preview_estimate
794,Lẩu sườn chua cay,30,45,gemini-3.1-flash-lite-preview_estimate
795,Mắm kho,25,30,gemini-3.1-flash-lite-preview_estimate
796,Cá nướng thảo mộc,20,22,gemini-3.1-flash-lite-preview_estimate
797,Khổ qua xào chả cá,20,15,gemini-3.1-flash-lite-preview_estimate
798,Ốc móng tay nướng chanh sả,45,20,gemini-3.1-flash-lite-preview_estimate
799,Miến xào giá đậu nành,30,15,gemini-3.1-flash-lite-preview_estimate
800,Cá chẽm xốt kem chanh,25,30,gemini-3.1-flash-lite-preview_estimate
801,Canh chua củ hủ dừa tôm đất,20,15,gemini-3.1-flash-lite-preview_estimate
802,Cải rổ xốt mè đậu hũ,40,10,gemini-3.1-flash-lite-preview_estimate
803,Nấm đùi gà hấp tía tô,25,30,gemini-3.1-flash-lite-preview_estimate
804,Súp phồng tôm hải sản,30,25,gemini-3.1-flash-lite-preview_estimate
805,Cá hồi ngâm chua,20,15,gemini-3.1-flash-lite-preview_estimate
806,Canh nghêu măng le vị lẩu thái,20,25,gemini-3.1-flash-lite-preview_estimate
807,Đùi gà nướng rượu,25,20,gemini-3.1-flash-lite-preview_estimate
808,Heo nướng mỡ hẹ,30,25,gemini-3.1-flash-lite-preview_estimate
809,Sụn heo xào thơm,20,15,gemini-3.1-flash-lite-preview_estimate
810,Mít non om chao đỏ,25,30,gemini-3.1-flash-lite-preview_estimate
811,Chim cút chiên mắm me,30,20,gemini-3.1-flash-lite-preview_estimate
812,Ốc xào thơm,30,20,gemini-3.1-flash-lite-preview_estimate
813,Chả giò hải sản phô mai,45,15,gemini-3.1-flash-lite-preview_estimate
814,Súp nui nha đam tôm thả,40,20,gemini-3.1-flash-lite-preview_estimate
815,Cá cam chiên giòn lá quế,20,15,gemini-3.1-flash-lite-preview_estimate
816,Khoai tây xào thạch Konnyaku,25,15,gemini-3.1-flash-lite-preview_estimate
817,Đậu bắp xào hải sản,20,10,gemini-3.1-flash-lite-preview_estimate
818,Bao tử cá basa chiên xốt me,25,20,gemini-3.1-flash-lite-preview_estimate
819,Burger trứng gà áp chảo,30,15,gemini-3.1-flash-lite-preview_estimate
820,Thịt giò heo kho củ cải,20,40,gemini-3.1-flash-lite-preview_estimate
821,Cuốn rong biển đậu hũ,20,25,gemini-3.1-flash-lite-preview_estimate
822,Vịt om ớt xanh hoa chuối,30,40,gemini-3.1-flash-lite-preview_estimate
823,Canh chua cá kèo bông so đũa,25,15,gemini-3.1-flash-lite-preview_estimate
824,Bí ngòi hấp chả chay,20,30,gemini-3.1-flash-lite-preview_estimate
825,Đuông khoai lang cốt dừa,30,20,gemini-3.1-flash-lite-preview_estimate
826,Mướp hương nhồi tôm hấp,15,15,gemini-3.1-flash-lite-preview_estimate
827,Lẩu cá chình,25,20,gemini-3.1-flash-lite-preview_estimate
828,Chả thịt lá lốt,20,15,gemini-3.1-flash-lite-preview_estimate
829,Cơm tấm sườn chay,30,35,gemini-3.1-flash-lite-preview_estimate
830,Cá chạch chiên lá quế,20,15,gemini-3.1-flash-lite-preview_estimate
831,Canh cải cầu vồng nấu cua,25,20,gemini-3.1-flash-lite-preview_estimate
832,Nấm chiên giòn xốt chanh dây,20,15,gemini-3.1-flash-lite-preview_estimate
833,Canh gà lá quế,20,25,gemini-3.1-flash-lite-preview_estimate
834,Lẩu nghêu sò ốc hến,45,30,gemini-3.1-flash-lite-preview_estimate
835,Củ sen kẹp chả cá basa,30,15,gemini-3.1-flash-lite-preview_estimate
836,Lẩu bạch tuộc,30,70,gemini-3.1-flash-lite-preview_estimate
837,Thịt nướng xí muội,20,20,gemini-3.1-flash-lite-preview_estimate
838,Bầu xào giò thủ,15,10,gemini-3.1-flash-lite-preview_estimate
839,Súp gạo lứt tóc tiên,30,75,gemini-3.1-flash-lite-preview_estimate
840,Tôm bao mọc chiên giòn,25,15,gemini-3.1-flash-lite-preview_estimate
841,Trăm trứng tiến vua,35,20,gemini-3.1-flash-lite-preview_estimate
842,Thăn heo chiên giòn,20,15,gemma-4-31b-it_estimate
843,Gà hon đậu phộng,30,40,gemma-4-31b-it_estimate
844,Bún thịt heo xiên sả nướng,30,15,gemma-4-31b-it_estimate
845,Sườn non rim củ nén,40,35,gemini-3.1-flash-lite-preview_estimate
846,Cuốn lá lốt thịt ếch,50,25,gemini-3.1-flash-lite-preview_estimate
847,Gan kho tộ,45,30,gemini-3.1-flash-lite-preview_estimate
848,Ba chỉ chiên giòn – mắm thơm,20,25,gemini-3.1-flash-lite-preview_estimate
849,Tôm rang củ nén húng chanh,25,15,gemini-3.1-flash-lite-preview_estimate
850,Canh măng sườn lá giang,20,45,gemini-3.1-flash-lite-preview_estimate
851,Đậu hũ nhồi tôm chiên,25,15,gemini-3.1-flash-lite-preview_estimate
852,Xíu mại chay,30,20,gemini-3.1-flash-lite-preview_estimate
853,Sườn xóc tỏi,20,25,gemini-3.1-flash-lite-preview_estimate
854,Bacon xào bông cải măng tây,20,15,gemini-3.1-flash-lite-preview_estimate
855,Mì tàu hũ cá hồi,25,20,gemini-3.1-flash-lite-preview_estimate
856,Ngưu bàng xào hải sản,30,15,gemini-3.1-flash-lite-preview_estimate
857,Lẩu nhúng chay,20,15,gemma-4-31b-it_estimate
858,Gyoza cá hồi – Há cảo Nhật Bản,30,20,gemma-4-31b-it_estimate
859,Ốc mỡ xào me,30,15,gemma-4-31b-it_estimate
860,Gà xào xốt táo,20,25,gemma-4-31b-it_estimate
861,TẾT 3 MIỀN – Miền Nam: Cải bẹ xanh cuốn củ hủ dừa,25,15,gemma-4-31b-it_estimate
862,TẾT 3 MIỀN – Miền Trung: Cuốn nem chua mì căn,20,15,gemma-4-31b-it_estimate
863,TẾT 3 MIỀN – Miền Bắc: Cuốn đậu mơ su hào,20,15,gemma-4-31b-it_estimate
864,Cá trứng chiên xốt trứng muối,15,20,gemma-4-31b-it_estimate
865,Chân gà sả tắc,30,15,gemma-4-31b-it_estimate
866,Hoành thánh chay áp chảo,30,20,gemma-4-31b-it_estimate
867,Mực lụi sả nướng,40,15,gemma-4-31b-it_estimate
868,Canh tôm mọc hạt sen,25,20,gemma-4-31b-it_estimate
869,Cuốn tàu hũ ky xốt rô ti,30,25,gemini-3.1-flash-lite-preview_estimate
870,Cá lá lốt chiên mè,25,15,gemini-3.1-flash-lite-preview_estimate
871,Lẩu tôm càng,20,20,gemini-3.1-flash-lite-preview_estimate
872,Canh gà măng chua lá giang,20,30,gemma-4-31b-it_estimate
873,Ram hến,30,20,gemma-4-31b-it_estimate
874,Sườn sụn om hành phi,20,45,gemma-4-31b-it_estimate
875,Canh chùm ngây sườn non,20,25,gemma-4-31b-it_estimate
876,Nấm xào bí ngòi,20,15,gemma-4-31b-it_estimate
877,Nấm xốt tiêu xanh,20,15,gemma-4-31b-it_estimate
878,Viên chả mực chiên giòn,30,20,gemma-4-31b-it_estimate
879,Vịt om dưa cải khoai sọ,30,40,gemma-4-31b-it_estimate
880,Cá chiên bông điên điển,20,15,gemma-4-31b-it_estimate
881,Đùi ếch nướng lá cách,20,25,gemma-4-31b-it_estimate
882,Chả cua nấm hương,25,15,gemma-4-31b-it_estimate
883,Cá lóc chiên mắm sả,20,20,gemma-4-31b-it_estimate
884,Lẩu mực nấm,30,20,gemma-4-31b-it_estimate
885,Lẩu bầu cua,30,15,gemma-4-31b-it_estimate
886,Cải thìa xào nấm đông cô thịt cua,20,15,gemma-4-31b-it_estimate
887,Cánh gà nhồi củ năng,30,20,gemma-4-31b-it_estimate
888,Lẩu ngưu bàng rong biển,30,45,gemma-4-31b-it_estimate
889,Cá gáy chiên xốt chanh sả,20,20,gemma-4-31b-it_estimate
890,Bún mè đen xào nghêu,20,20,gemma-4-31b-it_estimate
891,Cơm tấm sườn cây,75,30,gemma-4-31b-it_estimate
892,Bánh bột báng ngũ sắc,60,40,gemma-4-31b-it_estimate
893,Gà viên phô mai chiên giòn,20,15,gemma-4-31b-it_estimate
894,Mướp khía xào mực,15,10,gemma-4-31b-it_estimate
895,Canh ếch lá giang,20,15,gemma-4-31b-it_estimate
896,Tôm xốt nụ bạch hoa,45,15,gemma-4-31b-it_estimate
897,Cá đổng kho dưa cà,20,30,gemma-4-31b-it_estimate
898,Cải xoong xào tôm,20,10,gemma-4-31b-it_estimate
899,Súp hành tây kiểu Pháp,20,45,gemma-4-31b-it_estimate
900,Gỏi cuốn cá hồi,25,15,gemma-4-31b-it_estimate
901,Cá hồi chiên sốt chanh,15,15,gemma-4-31b-it_estimate
902,Cá hồi nướng mía,30,15,gemma-4-31b-it_estimate
903,Canape cá hồi xông khói,15,5,gemma-4-31b-it_estimate
904,Canh mực nấu chua,25,20,gemma-4-31b-it_estimate
905,Cá hố kho hành gừng,20,25,gemma-4-31b-it_estimate
906,Bê hấp bia,20,10,gemma-4-31b-it_estimate
907,Chả giò khoai tây trứng muối,30,20,gemma-4-31b-it_estimate
908,Nấm bào ngư hấp sả,20,25,gemma-4-31b-it_estimate
909,Sụn heo xáo nghệ,30,30,gemma-4-31b-it_estimate
910,Lươn kho củ nén,20,35,gemma-4-31b-it_estimate
911,Mì nưa xào kim chi thịt bò,20,15,gemma-4-31b-it_estimate
912,Bánh khọt chay,45,25,gemma-4-31b-it_estimate
913,Chả chay rim ngũ vị,15,15,gemma-4-31b-it_estimate
914,Đậu hũ nhồi nấm bào ngư,20,20,gemma-4-31b-it_estimate
915,Canh củ quả nấu tôm,15,15,gemma-4-31b-it_estimate
916,Tôm nướng lá chúc,20,10,gemma-4-31b-it_estimate
917,Bún xí quách nước tương,45,120,gemma-4-31b-it_estimate
918,Cánh gà chiên tiêu lốp,60,20,gemma-4-31b-it_estimate
919,Thịt ba chỉ kho cam,20,30,gemma-4-31b-it_estimate
920,Canh cá chép rau cần,30,20,gemma-4-31b-it_estimate
921,Pancake chocolate nhân kem dâu,20,30,gemma-4-31b-it_estimate
922,Sườn và đậu hũ kho thơm,30,40,gemma-4-31b-it_estimate
923,Gà xào ngũ sắc,30,20,gemma-4-31b-it_estimate
924,Cá trê chiên giòn,20,15,gemma-4-31b-it_estimate
925,Bún chùm ngây xào hải sản,25,15,gemma-4-31b-it_estimate
926,Mướp hương xào tim,20,15,gemma-4-31b-it_estimate
927,Bột chiên,15,10,gemma-4-31b-it_estimate
928,Lẩu thái cua đồng,40,30,gemma-4-31b-it_estimate
929,Canh cá cơm lá me đất,20,15,gemma-4-31b-it_estimate
930,Vịt nướng me cay,30,40,gemma-4-31b-it_estimate
931,Đậu đũa xào tôm,20,15,gemma-4-31b-it_estimate
932,Lẩu cá dìa,30,25,gemma-4-31b-it_estimate
933,Bạch tuộc xào rượu gừng,40,10,gemma-4-31b-it_estimate
934,Cá hồi cuộn cơm chiên,30,15,gemma-4-31b-it_estimate
935,Ba rọi kho măng,30,25,gemma-4-31b-it_estimate
936,Chạo chay sả cây,30,20,gemma-4-31b-it_estimate
937,Ốc cà na hấp sả,20,10,gemma-4-31b-it_estimate
938,Bánh xếp,60,30,gemma-4-31b-it_estimate
939,Canh chua bông thiên lý,20,15,gemma-4-31b-it_estimate
940,Vịt kho chanh muối,45,45,gemma-4-31b-it_estimate
941,Chả cá vị cà ri,20,15,gemma-4-31b-it_estimate
942,Đu đủ xào thịt gà,30,15,gemma-4-31b-it_estimate
943,Cá đục chiên giòn,30,15,gemma-4-31b-it_estimate
944,Thăn heo cuốn cải hấp,30,20,gemma-4-31b-it_estimate
945,Vịt kho dưa gừng non,25,40,gemma-4-31b-it_estimate
946,Cá thu chiên giòn xốt chanh dây,20,15,gemma-4-31b-it_estimate
947,Thịt heo xông khói hương sả,30,45,gemma-4-31b-it_estimate
948,Lẩu gà hầm sả,40,60,gemma-4-31b-it_estimate
949,Cải thảo xào tôm khô,25,10,gemma-4-31b-it_estimate
950,Ngồng tỏi xào hải sản,20,10,gemma-4-31b-it_estimate
951,Đọt su xào trứng bắc thảo,15,12,gemma-4-31b-it_estimate
952,Chả tôm ốc hương,30,15,gemma-4-31b-it_estimate
953,Cá cuộn Bacon hương thảo,20,15,gemma-4-31b-it_estimate
954,Canh gà cuộn cải thảo,30,20,gemma-4-31b-it_estimate
955,Nem chay rán,25,15,gemma-4-31b-it_estimate
956,Cá nục kho rục,20,60,gemma-4-31b-it_estimate
957,Cuốn gà xào xốt mè,30,15,gemma-4-31b-it_estimate
958,Bánh khoai môn đút lò,25,20,gemma-4-31b-it_estimate
959,Canh gà lá é,25,35,gemini-3.1-flash-lite-preview_estimate
960,Tôm chiên xốt chanh,30,20,gemini-3.1-flash-lite-preview_estimate
961,Lẩu khổ qua hải sản,40,30,gemini-3.1-flash-lite-preview_estimate
962,Mực trứng xào rau răm,15,10,gemma-4-31b-it_estimate
963,Ba rọi nướng riềng,30,15,gemma-4-31b-it_estimate
964,Canh gà nấm mỡ,30,25,gemma-4-31b-it_estimate
965,Khổ qua hấp tam cô,30,25,gemma-4-31b-it_estimate
966,Bò kho dưa kiệu,20,20,gemma-4-31b-it_estimate
967,Bó củi bào ngư,40,30,gemma-4-31b-it_estimate
968,Pasta tình yêu,20,20,gemma-4-31b-it_estimate
969,Cà tím kẹp thịt gà chiên,30,15,gemma-4-31b-it_estimate
970,Cá điêu hồng chiên xốt tắc,25,15,gemma-4-31b-it_estimate
971,Cá chẽm xiên que xốt thì là,20,15,gemma-4-31b-it_estimate
972,Canh cua rau cần,30,20,gemma-4-31b-it_estimate
973,Sườn nướng quả lê,25,30,gemma-4-31b-it_estimate
974,Tôm chiên lá cà ri,20,15,gemma-4-31b-it_estimate
975,Cá viên chiên,15,10,gemma-4-31b-it_estimate
976,Kèo nèo xào tép,20,10,gemma-4-31b-it_estimate
977,Bò kho nước dừa,30,45,gemma-4-31b-it_estimate
978,Củ sen xào ngũ vị,20,15,gemma-4-31b-it_estimate
979,Chả lui,45,40,gemma-4-31b-it_estimate
980,Ếch xào sả lá chanh,30,25,gemma-4-31b-it_estimate
981,Canh nghêu bó xôi,20,15,gemma-4-31b-it_estimate
982,Gà cuộn rong biển,40,20,gemma-4-31b-it_estimate
983,Cuốn rau đậu hũ,20,15,gemma-4-31b-it_estimate
984,Sườn non ram mè,15,25,gemma-4-31b-it_estimate
985,Đậu kho gừng,15,15,gemma-4-31b-it_estimate
986,Canh cá hồi nấu nấm,15,15,gemma-4-31b-it_estimate
987,Gân bò xào sả ớt,20,15,gemma-4-31b-it_estimate
988,Sườn chiên cay,30,20,gemma-4-31b-it_estimate
989,Cua đồng xúc bánh tráng,20,25,gemma-4-31b-it_estimate
990,Nghêu hấp vang trắng,30,15,gemma-4-31b-it_estimate
991,Canh cải xoăn,15,20,gemma-4-31b-it_estimate
992,Sườn kho quế mật ong,20,40,gemma-4-31b-it_estimate
993,Cá chim chiên giòn,20,25,gemma-4-31b-it_estimate
994,Salad bí ngòi nướng,15,15,gemma-4-31b-it_estimate
995,Trứng ốp la ớt chuông,10,15,gemma-4-31b-it_estimate
996,Canh bó xôi bò viên,20,20,gemma-4-31b-it_estimate
997,Sườn tiềm hoa thanh long,20,90,gemma-4-31b-it_estimate
998,Bánh xèo Nhật Bản,20,10,gemma-4-31b-it_estimate
999,Khoai lang kho rong biển,25,20,gemma-4-31b-it_estimate
1000,Cá hồi chiên mắm dừa,30,20,gemma-4-31b-it_estimate
1001,Canh cá nấu mẻ,20,20,gemma-4-31b-it_estimate
1002,Bò xào khổ qua bắp cải tím,25,10,gemma-4-31b-it_estimate
1003,Rau củ kho mía,25,25,gemma-4-31b-it_estimate
1004,Miến đậu xanh xào thập cẩm,35,20,gemma-4-31b-it_estimate
1005,Gà viên xốt cà ri,25,15,gemma-4-31b-it_estimate
1006,Đậu cove xào ba rọi xông khói,15,10,gemma-4-31b-it_estimate
1007,Canh nấm càng cua,25,15,gemma-4-31b-it_estimate
1008,Thịt rang gừng lá chanh,15,20,gemma-4-31b-it_estimate
1009,Gà chiên lá é,45,20,gemma-4-31b-it_estimate
1010,Cá rô phi chiên xốt cà,30,25,gemma-4-31b-it_estimate
1011,Vịt rang tỏi,20,20,gemma-4-31b-it_estimate
1012,Canh hào thanh mát,15,15,gemma-4-31b-it_estimate
1013,Đậu hũ xào nấm,20,20,gemma-4-31b-it_estimate
1014,Váng đậu cuộn rau củ chiên,30,25,gemma-4-31b-it_estimate
1015,Thịt quay kho cà pháo,15,25,gemma-4-31b-it_estimate
1016,Spagetty xốt vẹm,20,25,gemma-4-31b-it_estimate
1017,Rau củ luộc xốt nấm,20,15,gemma-4-31b-it_estimate
1018,Phèo nướng lá hẹ,50,20,gemma-4-31b-it_estimate
1019,Thịt kho đậu phộng,30,45,gemma-4-31b-it_estimate
1020,Viên đậu hũ xốt nước tương,30,30,gemma-4-31b-it_estimate
1021,Tôm chiên ủ rơm,20,20,gemma-4-31b-it_estimate
1022,Cá chạch kho sả,20,20,gemma-4-31b-it_estimate
1023,Salad Cá Mòi,20,10,gemma-4-31b-it_estimate
1024,Cá điêu hồng chiên xốt chanh dây,20,20,gemma-4-31b-it_estimate
1025,Cá hồi xốt cà ri me,20,30,gemma-4-31b-it_estimate
1026,Pizza mì sợi,15,20,gemma-4-31b-it_estimate
1027,Sườn BBQ,60,45,gemma-4-31b-it_estimate
1028,Gà xào cay,20,15,gemma-4-31b-it_estimate
1029,Canh tương đậu,15,20,gemma-4-31b-it_estimate
1030,Bí đỏ kho rong biển,15,15,gemma-4-31b-it_estimate
1031,Mực xào hoa trứng,20,25,gemma-4-31b-it_estimate
1032,Cá lưỡi trâu chiên giòn,30,15,gemma-4-31b-it_estimate
1033,Sườn kho củ năng,30,40,gemma-4-31b-it_estimate
1034,Canh cua đồng rong biển,30,20,gemma-4-31b-it_estimate
1035,Đọt su xào tép,20,15,gemma-4-31b-it_estimate
1036,Bánh tráng cuốn xốt Mayo,25,10,gemma-4-31b-it_estimate
1037,Gà nổ muối,45,30,gemma-4-31b-it_estimate
1038,Nụ bí bọc giò sống,30,15,gemma-4-31b-it_estimate
1039,Cua xào cay,30,20,gemma-4-31b-it_estimate
1040,Gnocchi khoai tây xào bò,45,25,gemini-3.1-flash-lite-preview_estimate
1041,Canh rau củ ba rọi xông khói,20,20,gemini-3.1-flash-lite-preview_estimate
1042,Canh chua hải sản,25,15,gemini-3.1-flash-lite-preview_estimate
1043,Cá lóc đồng kho nghệ,20,40,gemma-4-31b-it_estimate
1044,Dồi trường xào bắp cải tím,25,15,gemma-4-31b-it_estimate
1045,Canh cà chua thịt bò,15,15,gemma-4-31b-it_estimate
1046,Mít non om nước cốt dừa,20,30,gemma-4-31b-it_estimate
1047,Cơm chiên nấm mặn,25,20,gemma-4-31b-it_estimate
1048,Bao tử kho xốt cay,30,45,gemma-4-31b-it_estimate
1049,Tôm thịt xào mắm ruốc,20,15,gemma-4-31b-it_estimate
1050,Gà kho rau củ,25,30,gemma-4-31b-it_estimate
1051,Lẩu nhúng cay,30,15,gemma-4-31b-it_estimate
1052,Cá rô kho cà na,20,30,gemma-4-31b-it_estimate
1053,Gà xào cà ri,15,15,gemma-4-31b-it_estimate
1054,Lẩu khoai mỡ,30,25,gemma-4-31b-it_estimate
1055,Cá nướng mù tạt,20,20,gemma-4-31b-it_estimate
1056,Gỏi xoài cá cơm chiên,30,15,gemma-4-31b-it_estimate
1057,Cá chuồn kho mít non,25,40,gemma-4-31b-it_estimate
1058,Thịt ba rọi nướng lá chanh,30,20,gemma-4-31b-it_estimate
1059,Chả giò ngũ vị,40,15,gemma-4-31b-it_estimate
1060,Bò cuộn rau củ,20,15,gemma-4-31b-it_estimate
1061,Cá kèo chiên chấm tương bần,20,20,gemma-4-31b-it_estimate
1062,Cá cuốn tôm chiên xốt quả bơ,25,15,gemma-4-31b-it_estimate
1063,Bắp bò kho thơm,30,40,gemma-4-31b-it_estimate
1064,Chân giò kho tương sả,30,60,gemma-4-31b-it_estimate
1065,Khổ qua chiên me cay,20,20,gemma-4-31b-it_estimate
1066,Miến xào hến xốt me,25,15,gemma-4-31b-it_estimate
1067,Cá rô phi kho lá lốt,20,30,gemma-4-31b-it_estimate
1068,Canh chua cá củ thì là,15,20,gemma-4-31b-it_estimate
1069,Canh chua gà bông so đũa,25,25,gemma-4-31b-it_estimate
1070,Mì Soba Xào Kiểu Nhật,20,15,gemma-4-31b-it_estimate
1071,Mì căn nhồi rô ti,30,30,gemma-4-31b-it_estimate
1072,Bò kho khoai sọ,30,60,gemma-4-31b-it_estimate
1073,Thăn bò nướng,30,20,gemma-4-31b-it_estimate
1074,Bò xào nấm mỡ,20,15,gemma-4-31b-it_estimate
1075,Bánh tráng cuộn rau rừng,30,20,gemma-4-31b-it_estimate
1076,Bánh qui chay tam sắc,45,30,gemma-4-31b-it_estimate
1077,Gà hầm tứ quý,30,60,gemma-4-31b-it_estimate
1078,Lẩu bò chua cay,30,45,gemma-4-31b-it_estimate
1079,Cá nục chiên xốt mè Wasabi,30,20,gemma-4-31b-it_estimate
1080,Rau củ xào thịt cua,20,15,gemma-4-31b-it_estimate
1081,Cá bớp chiên giòn xốt chanh,25,15,gemma-4-31b-it_estimate
1082,Cá lăng kho chuối và tai chua,30,45,gemma-4-31b-it_estimate
1083,Nấm đùi gà kho măng tây,15,20,gemma-4-31b-it_estimate
1084,Mực nhồi gạo lức rim,120,30,gemma-4-31b-it_estimate
1085,Salad cá hồi,20,10,gemma-4-31b-it_estimate
1086,Mì Linguine xào tôm bắp,25,15,gemma-4-31b-it_estimate
1087,Cá nướng xốt Mayo khoai tây,30,15,gemma-4-31b-it_estimate
1088,Gà quay xốt hành tăm,30,60,gemma-4-31b-it_estimate
1089,Lẩu gà hành cần,30,45,gemma-4-31b-it_estimate
1090,Tai heo kho cải chua,30,45,gemma-4-31b-it_estimate
1091,Sườn non om chuối,25,30,gemini-3.1-flash-lite-preview_estimate
1092,Cuốn vịt mắm sả,30,15,gemini-3.1-flash-lite-preview_estimate
1093,Thịt lăn mè,40,20,gemini-3.1-flash-lite-preview_estimate
1094,Tôm mực xào tiêu xanh,25,15,gemini-3.1-flash-lite-preview_estimate
1095,Chả tôm thịt mắc khén,40,30,gemini-3.1-flash-lite-preview_estimate
1096,Đuôi heo nướng chao,20,35,gemini-3.1-flash-lite-preview_estimate
1097,Canh thính đu đủ,30,20,gemma-4-31b-it_estimate
1098,Mì Soba xào bạch tuộc,25,15,gemma-4-31b-it_estimate
1099,Canh gà hạt lựu,20,45,gemma-4-31b-it_estimate
1100,Ếch xào chua ngọt,30,20,gemma-4-31b-it_estimate
1101,Canh bông bí nấm kim châm,20,15,gemma-4-31b-it_estimate
1102,Cà tím áp chảo xốt cay,40,25,gemma-4-31b-it_estimate
1103,Măng trúc kho ruốc Huế,30,30,gemma-4-31b-it_estimate
1104,Bí đỏ xào thịt xông khói,15,15,gemma-4-31b-it_estimate
1105,Sườn nướng lá hương thảo,45,40,gemma-4-31b-it_estimate
1106,Gà xào nước tương,20,20,gemma-4-31b-it_estimate
1107,Sườn nấu cá mòi,15,25,gemma-4-31b-it_estimate
1108,Mì cay chay,20,15,gemma-4-31b-it_estimate
1109,Cá điêu hồng kho tương hột,30,40,gemma-4-31b-it_estimate
1110,Canh chua tôm cà ri,25,20,gemma-4-31b-it_estimate
1111,Dimsum hải sản,40,20,gemma-4-31b-it_estimate
1112,Cá hồi kho nước tương,15,10,gemma-4-31b-it_estimate
1113,Thịt ba chỉ kho mơ,20,25,gemma-4-31b-it_estimate
1114,Gà nướng xí muội,30,40,gemma-4-31b-it_estimate
1115,Thịt bê xào cải rổ,20,15,gemma-4-31b-it_estimate
1116,Cá kèo kho kim chi củ cải,15,25,gemma-4-31b-it_estimate
